laua,laua_name,prem_count,pixel_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Voice_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,5G_high_confidence_prem_out_0,5G_high_confidence_prem_out_1,5G_high_confidence_prem_out_2,5G_high_confidence_prem_out_3,5G_high_confidence_prem_out_4,5G_high_confidence_geo_out_0,5G_high_confidence_geo_out_1,5G_high_confidence_geo_out_2,5G_high_confidence_geo_out_3,5G_high_confidence_geo_out_4,5G_very_high_confidence_prem_out_0,5G_very_high_confidence_prem_out_1,5G_very_high_confidence_prem_out_2,5G_very_high_confidence_prem_out_3,5G_very_high_confidence_prem_out_4,5G_very_high_confidence_geo_out_0,5G_very_high_confidence_geo_out_1,5G_very_high_confidence_geo_out_2,5G_very_high_confidence_geo_out_3,5G_very_high_confidence_geo_out_4,5G_SA_high_confidence_prem_out_0,5G_SA_high_confidence_prem_out_1,5G_SA_high_confidence_prem_out_2,5G_SA_high_confidence_prem_out_3,5G_SA_high_confidence_prem_out_4,5G_SA_high_confidence_geo_out_0,5G_SA_high_confidence_geo_out_1,5G_SA_high_confidence_geo_out_2,5G_SA_high_confidence_geo_out_3,5G_SA_high_confidence_geo_out_4,5G_SA_very_high_confidence_prem_out_0,5G_SA_very_high_confidence_prem_out_1,5G_SA_very_high_confidence_prem_out_2,5G_SA_very_high_confidence_prem_out_3,5G_SA_very_high_confidence_prem_out_4,5G_SA_very_high_confidence_geo_out_0,5G_SA_very_high_confidence_geo_out_1,5G_SA_very_high_confidence_geo_out_2,5G_SA_very_high_confidence_geo_out_3,5G_SA_very_high_confidence_geo_out_4
E09000007,Camden,123522,2179,662,,450,,,0.03,99.97,,0.01,9.3,90.69,,0.18,2.48,97.34,,0.45,9.06,90.48,,,,,,,7.56,92.44,,67.8,32.2,,,0,91.41,8.59,,,,67.42,32.58,,,0.45,90.48,9.06,,,,,,,,,89.78,10.22,,,,,,,100,,,0,0.12,99.88,,,,0.46,99.54,,,0.45,1.06,98.49,,,,,,,,,0.89,99.11,,,,,100,,,0,0.09,99.91,,,,0.18,99.82,,,0.45,0.3,99.24,,,,,,,,,0.44,99.56,,,,0.06,99.94,,,0.05,0.46,99.5,,,0.07,9.76,90.17,,0.41,2.11,15.88,81.6,,,,100,,,,0.14,99.86,,,0.07,0.43,99.5,,0.32,1.1,4.82,93.76,
E07000192,Cannock Chase,49192,7886,607,63,531,0.01,0.11,9.49,90.39,0.79,3.34,48.3,47.57,0.43,1.98,34.92,62.67,1.32,4.61,35.09,58.98,,,47.62,52.38,1.51,3.77,37.48,57.25,,98.69,1.31,,,0.05,99.85,0.1,,,,94.52,5.48,,,0.16,99.84,,,,,100,,,,0.19,99.81,,,,,,0,0.21,99.78,0.01,0.05,0.73,5.21,94.01,,0.05,1.03,8.2,90.72,,1.81,4.45,7.08,86.66,,,,7.94,92.06,,1.88,3.58,5.65,88.89,,,,0.21,99.79,,0.02,0.14,5,94.84,,,0.1,7.99,91.91,,0.16,3.95,8.9,86.99,,,,3.17,96.83,,0.19,4.33,5.65,89.83,0.2,1.98,7.97,58.21,31.65,3.83,15.14,18.08,37.26,25.69,3.11,10.29,26.48,40.57,19.55,20.67,18.48,21.53,27.39,11.93,1.4,31.05,67.07,0.48,,18.23,36.23,40.68,4.86,,7.39,47.6,45.01,,,34.91,38.54,26.22,0.33,
E07000106,Canterbury,76961,30911,1596,,1269,0.11,0.3,3.82,95.78,1.31,4.56,28.67,65.46,1.11,5.38,20.72,72.78,2.94,6.77,30.83,59.46,,,,,2.99,5.36,30.5,61.15,,45.76,54.24,,,0.07,81.56,18.37,,,0,46.14,53.86,,,0.06,79.26,20.68,,,,,,,,0.08,79.04,20.88,,,0,0.02,0.1,0.74,99.14,0.18,0.56,2.32,10.22,86.72,0.05,0.32,1.5,6.47,91.66,0.19,1.69,3.57,11.47,83.08,,,,,,0.24,0.47,2.92,10.48,85.89,,0.01,0.05,0.39,99.56,0.02,0.3,1.26,8.84,89.58,,0.16,0.54,6.49,92.8,0.06,0.19,1.5,13.1,85.15,,,,,,0.08,0.16,0.87,11.03,87.86,2.52,4.6,16.49,60.72,15.67,11.01,28.73,28.74,27.5,4.02,5.81,7.94,38.53,42.51,5.21,32.45,27.48,25.49,13.43,1.15,2.96,97.04,,,,14.36,85.64,,,,11.61,88.39,,,,42.13,57.87,,,
W06000015,Cardiff,172047,14212,1465,243,1353,0.01,0.02,0.68,99.3,0.17,1.05,15.04,83.75,0.04,0.5,4.07,95.38,0.07,1.3,21.02,77.61,,0.82,34.98,64.2,0.07,1.33,23.65,74.94,,61.91,38.09,,,0.03,86.68,13.29,,,,62.09,37.91,,,,84.78,15.22,,,,83.13,16.87,,,,82.63,17.37,,,,,0,0.21,99.79,0.01,0.02,0.39,1.89,97.69,,,0.08,1.18,98.74,,,0.34,4.57,95.09,,,,6.17,93.83,,,0.37,4.8,94.83,,,,0.04,99.96,0,0.02,0.09,1.07,98.82,,,,0.44,99.56,,,0.07,3.41,96.52,,,,4.12,95.88,,,0.07,3.62,96.3,,0.23,0.71,3.19,95.86,0.02,2.51,3.67,11.03,82.77,0.01,1.55,2.72,29.46,66.27,0.97,8.23,8.8,30.72,51.28,,0.46,0.9,98.64,,0.09,4.29,4.91,90.71,,0.04,2.34,6.94,90.68,,1.18,12.45,13.02,73.35,
W06000010,Carmarthenshire,95025,237033,8879,67,4940,1.34,2.43,10.34,85.89,5.6,8.52,36.92,48.95,8.34,9.85,17.02,64.78,10.73,14.81,31.57,42.89,,,38.81,61.19,6.44,10.81,31.7,51.05,0.91,38.33,60.76,,,3.29,64.48,32.23,,,4.52,46.6,48.88,,,7.26,62.11,30.62,,,,23.88,76.12,,,4.74,60.67,34.6,,,0.29,0.72,1.46,3.19,94.34,2.36,3.39,5.39,13.39,75.47,2.22,3.98,6.27,8.83,78.7,3.4,6.8,11.12,18.38,60.3,,,,25.37,74.63,1.72,4.92,8.72,16.54,68.1,0.16,0.41,0.91,2.46,96.06,1.25,2.58,4.12,11.34,80.71,1.02,2.69,4.29,9.42,82.58,1.6,4.25,8.73,17.45,67.98,,,,25.37,74.63,0.55,2.69,7.21,12.85,76.7,9.02,37.26,49.41,4.31,,36.68,42.7,19.63,0.99,,19.07,59.08,21.78,0.07,,49.93,42.32,7.66,0.09,,89.48,5.46,5.06,,,96.16,1.99,1.85,,,97.1,2.2,0.7,,,98.49,1.11,0.4,,
E07000069,Castle Point,41934,4447,398,,247,,,1.03,98.97,0.06,1.81,28.34,69.79,,0.18,5.28,94.54,0.25,2.51,23.62,73.62,,,,,,3.24,21.46,75.3,,27.94,72.06,,,,64.04,35.96,,,,28.47,71.53,,,,64.07,35.93,,,,,,,,,66.8,33.2,,,,,,0.14,99.86,,0.01,1.19,15.38,83.42,,0.04,0.04,0.67,99.24,,,3.27,19.35,77.39,,,,,,,,5.26,21.86,72.87,,,,0.05,99.95,,,0.51,12.14,87.35,,,0.07,0.36,99.57,,,1.76,11.31,86.93,,,,,,,,2.83,16.19,80.97,,29.85,41.14,27.69,1.32,,23.68,29.66,33.35,13.31,0.02,50.87,40.31,8.66,0.13,0.36,39.17,42.14,17.79,0.54,,95.45,4.55,,,0.02,87.59,12.39,,,0.43,99.36,0.21,,,1.21,98,0.79,,
N09000004,Causeway Coast and Glens,71355,198359,9171,,3569,0.38,1.5,18.27,79.84,8.66,13.4,41.07,36.86,3.78,6.32,24.3,65.59,14.04,13.83,40.22,31.9,,,,,6.36,8.43,42.25,42.95,0.07,96.82,3.11,,,0.95,98.48,0.57,,,1.91,91.67,6.42,,,3.94,94.11,1.95,,,,,,,,3.14,91.85,5.02,,,0.05,0.26,0.41,2.81,96.47,1.51,3.22,9.58,21.92,63.77,2.6,2.01,2.87,7.43,85.09,4.33,6.3,10.44,21.35,57.58,,,,,,1.12,3.25,7.96,18.32,69.35,0.02,0.05,0.45,2.48,97,0.4,2.04,7.41,20.77,69.38,0.49,1.72,3.26,7.87,86.67,2.02,4.68,9.56,21.42,62.33,,,,,,0.7,2.38,5.91,16.95,74.05,1.73,29.88,50.63,17.76,,10.92,36.74,44.01,8.34,,5.85,37.31,51.6,5.24,,18.96,40.83,38.1,2.1,,10.07,89.93,,,,22.46,77.54,,,,26.25,73.75,,,,40.32,59.68,,,
E06000056,Central Bedfordshire,141850,71574,3379,378,2325,,0.3,4.51,95.19,2.43,5.91,29.29,62.37,0.2,1.02,10.93,87.85,1.09,6.1,25.13,67.68,,,19.05,80.95,0.6,2.15,24.6,72.65,,35.51,64.49,,,0.03,70.51,29.46,,,,40.25,59.75,,,,73.07,26.93,,,,61.38,38.62,,,,67.4,32.6,,,,0.02,0.05,1.12,98.81,0.1,0.7,3.86,16,79.34,0,0.12,0.23,2.02,97.62,0.03,1.07,4.05,19.38,75.47,,,0.53,25.4,74.07,,0.13,2.41,17.89,79.57,,0.02,0.05,0.4,99.53,0,0.38,1.53,10.15,87.92,,0.01,0.2,1.59,98.2,,0.74,2.52,13.55,83.19,,,,7.94,92.06,,,0.77,10.02,89.2,0.1,8.72,34.04,48.09,9.05,0.4,16.68,35.94,32.6,14.38,3.68,24.21,46.23,24.37,1.51,5.23,31.53,43.78,16.76,2.7,1.5,95.54,2.79,0.16,,3.01,89.43,6.09,1.47,,16.72,82.97,0.31,0,,20.24,78.29,1.3,0.17,
W06000008,Ceredigion,39457,178900,7393,,3404,3.05,4.63,11.62,80.71,12.18,12.37,22.03,53.43,16.28,11.74,16.38,55.6,18.87,18.03,22.95,40.15,,,,,16.45,15.48,22.39,45.68,2.32,45.54,52.14,,,8.15,54.63,37.22,,,13.47,52.04,34.5,,,14.27,61.77,23.96,,,,,,,,12.34,63.92,23.74,,,0.62,1.65,2.78,5.07,89.88,4.9,5.95,9.65,14.22,65.28,4.2,7.49,9.16,9.58,69.58,8.01,8.94,13.4,16.68,52.97,,,,,,5.43,6.93,13.63,13.4,60.61,0.29,0.9,1.95,4.07,92.78,2.86,4.54,7.3,14.16,71.13,2.54,6.4,6.84,10.25,73.97,4,8.24,10.81,16.64,60.31,,,,,,2.38,5.9,10.69,14.86,66.16,25.57,52.48,21.94,,,53.52,32.96,13.52,,,33.08,56.27,10.64,,,64.05,30.77,5.18,,,100,,,,,100,,,,,100,,,,,100,,,,
E07000130,Charnwood,81972,27906,1182,69,1069,0.07,0.47,4,95.46,1.82,3.97,29.42,64.79,1.18,2.84,10.85,85.13,1.02,2.88,29.36,66.75,,,50.72,49.28,1.12,2.06,30.31,66.51,,40.18,59.82,,,0.21,72.15,27.64,,,0,57.44,42.56,,,0.08,83.33,16.58,,,,100,,,,0.09,82.88,17.03,,,0,0.03,0.05,0.68,99.24,0.19,0.46,1.77,10.57,87.01,0.12,0.29,0.7,2.99,95.9,0.08,0.76,1.86,11,86.29,,,,34.78,65.22,0.09,0.75,1.31,10.38,87.46,,0.02,0.03,0.42,99.52,0.04,0.21,1.09,5.9,92.77,0,0.18,0.6,2.46,96.75,,0.17,1.95,9.98,87.9,,,,34.78,65.22,,0.19,1.59,9.07,89.15,0.1,4.11,30.84,26.8,38.15,1,10.69,32.82,31.46,24.04,0.73,12.31,48.46,27.07,11.44,7.15,24.67,44.5,18.16,5.52,1.27,61.5,19.98,17.26,,4.63,54.73,25.19,15.45,,12.77,62.66,15.3,9.26,,26.01,55.64,13.65,4.7,
E07000070,Chelmsford,85761,34224,1873,,1284,0,0.23,4.2,95.57,2.39,5.96,29.25,62.4,0.28,1.02,13.81,84.88,2.35,5.82,30.54,61.29,,,,,1.17,4.13,28.74,65.97,,71.96,28.04,,,0.01,90.57,9.42,,,,75.79,24.21,,,,91.67,8.33,,,,,,,,,93.69,6.31,,,,,0.02,0.75,99.24,0.26,0.78,3.94,11.66,83.35,0.01,0.06,0.23,3.15,96.55,0.53,1.87,4.43,21.41,71.76,,,,,,,0.78,3.74,20.09,75.39,,,0.01,0.44,99.55,0,0.45,1.84,9.07,88.63,,0.01,0.12,2.69,97.18,,0.96,3.04,17.83,78.16,,,,,,,,2.65,17.68,79.67,0.14,7.15,24.03,35.29,33.39,1.03,15.61,32.54,35.88,14.93,3.18,15.36,48.87,25.36,7.24,9.01,25.67,44.02,17.97,3.34,4.62,95.18,0.16,0.03,,12.42,85.97,1.12,0.5,,18.98,80.97,0.05,,,43.26,56.36,0.38,,
E07000078,Cheltenham,60667,4655,514,,389,0,0,1.06,98.93,0,0.27,22.42,77.31,0.09,0.32,1.85,97.74,,1.36,22.18,76.46,,,,,,1.8,20.57,77.63,,34.8,65.2,,,,62.51,37.49,,,,35.6,64.4,,,,58.37,41.63,,,,,,,,,48.07,51.93,,,,,0,0.02,99.98,0,0.05,0.47,7.8,91.69,0.02,0.04,0.11,0.75,99.08,,,1.95,9.34,88.72,,,,,,,,2.57,12.34,85.09,,,,0,100,,0,0.16,5.47,94.37,,0.02,0.04,0.21,99.72,,,0.97,7,92.02,,,,,,,,1.29,9.25,89.46,0.16,2.8,28.66,35.43,32.95,0.52,6.36,27.65,38.75,26.72,2.01,16.12,27.75,39.82,14.3,3.5,22.3,27.02,35.1,12.07,1.52,98.48,,,,6.49,93.34,0.17,,,20.64,79.36,,,,34.22,65.78,,,
